2026-09-25	ffc62519	30-80 (VM ~600% excl.; lanes accepted only at err<=10% after 15:06)	channel-default-adaptive r1: ManyProducers.default_elem p=1 c=1 adaptive(parts=8) vs growing	492.767	586.148	0.84	us/op; err 19.8 vs 24.1; each arm its own JMH fork, -f2 -wi3 -i5
2026-09-25	ffc62519	30-80 (VM ~600% excl.; lanes accepted only at err<=10% after 15:06)	channel-default-adaptive r2: ManyProducers.default_elem p=1 c=1 adaptive vs growing	501.475	559.486	0.90	us/op; err 10.4 vs 19.3
2026-09-25	ffc62519	30-80 (VM ~600% excl.; lanes accepted only at err<=10% after 15:06)	channel-default-adaptive r1: ManyProducers.default_chunk p=1 c=1 adaptive vs growing	141.908	188.681	0.75	us/op; err 4.6 vs 15.3
2026-09-25	ffc62519	30-80 (VM ~600% excl.; lanes accepted only at err<=10% after 15:06)	channel-default-adaptive r1: ManyProducers.default_elem p=2 c=1 adaptive vs growing	460.249	363.851	1.26	us/op; err 24.2 vs 22.0; FAILS the 15% bar
2026-09-25	ffc62519	30-80 (VM ~600% excl.; lanes accepted only at err<=10% after 15:06)	channel-default-adaptive r2: ManyProducers.default_elem p=2 c=1 adaptive vs growing	433.004	372.250	1.16	us/op; err 34.9 vs 20.8; FAILS the 15% bar
2026-09-25	ffc62519	30-80 (VM ~600% excl.; lanes accepted only at err<=10% after 15:06)	channel-default-adaptive r1: ManyProducers.default_elem p=4 c=1 adaptive vs growing	291.913	311.242	0.94	us/op; err 8.1 vs 11.8
2026-09-25	ffc62519	30-80 (VM ~600% excl.; lanes accepted only at err<=10% after 15:06)	channel-default-adaptive r1: ManyProducers.default_elem p=16 c=1 adaptive vs growing	203.363	248.586	0.82	us/op; err 16.3 vs 10.4
2026-09-25	ffc62519	30-80 (VM ~600% excl.; lanes accepted only at err<=10% after 15:06)	channel-default-adaptive r1: ManyProducers.default_chunk p=16 c=1 adaptive vs growing	116.687	152.140	0.77	us/op; err 1.4 vs 7.6
2026-09-25	ffc62519	30-80 (VM ~600% excl.; lanes accepted only at err<=10% after 15:06)	channel-default-adaptive r1: control ManyProducers.oneRing_chunk p=1 (mechanism named, arm cannot touch it)	120.080	124.549	0.96	us/op; control held (3.6%)
2026-09-25	ffc62519	30-80 (VM ~600% excl.; lanes accepted only at err<=10% after 15:06)	channel-default-adaptive r1: ActorReactive.actorTell adaptive vs growing	13542.320	13603.257	1.00	us/op; err 971 vs 857
2026-09-25	ffc62519	30-80 (VM ~600% excl.; lanes accepted only at err<=10% after 15:06)	channel-default-adaptive r1: ActorReactive.actorTellMpmc adaptive vs growing	13286.143	13859.577	0.96	us/op; err 158 vs 1180
2026-09-25	ffc62519	30-80 (VM ~600% excl.; lanes accepted only at err<=10% after 15:06)	channel-default-adaptive r1: ActorReactive.actorTellBacklog adaptive vs growing	9631.649	10026.013	0.96	us/op; err 540 vs 794
2026-09-25	ffc62519	30-80 (VM ~600% excl.; lanes accepted only at err<=10% after 15:06)	channel-default-adaptive r1: ActorReactive.actorAsk adaptive vs growing	2009.299	1956.538	1.03	us/op; err 38.9 vs 16.7
2026-09-25	ffc62519	30-80 (VM ~600% excl.; lanes accepted only at err<=10% after 15:06)	channel-default-adaptive r1: control ActorReactive.plainSource	64.449	65.275	0.99	us/op; control held (1.3%)
